"","Var.1","Library","City.ortown","Image","Dategranted","Grantamount","Location","Notes","state","Municipality","Status","Town"
"546",20,"Corydon","Corydon",NA,"Nov 7, 1917","$8,000","102 N. DeKalb St.40°45′28″N 93°19′13″W﻿ / ﻿40.757806°N 93.320339°W﻿ / 40.757806; -93.320339﻿ (Corydon Public Library)","Dedicated June 20, 1919, this was the final Carnegie library granted and opened in Iowa. It was designed by Proudfoot, Bird, and Rawson of Des Moines and used until August 12, 1977; the building is now a school.","Iowa",NA,NA,NA
"547",21,"Council Bluffs","Council Bluffs",NA,"Jan 6, 1903","$70,000","200 Pearl St. S.41°15′32″N 95°51′04″W﻿ / ﻿41.259001°N 95.851057°W﻿ / 41.259001; -95.851057﻿ (Council Bluffs Public Library)","Opened on September 12, 1905, this Beaux-Arts building was the Council Bluffs library until 1998, when it was extensively renovated and became the Union Pacific Railroad Museum. It was the largest of the 17 Carnegie libraries Patton and Miller designed in Iowa.[4]","Iowa",NA,NA,NA
"548",22,"Cresco","Cresco",NA,"Feb 13, 1913","$17,500","320 N. Elm St.43°22′29″N 92°06′59″W﻿ / ﻿43.374859°N 92.116263°W﻿ / 43.374859; -92.116263﻿ (Cresco Public Library)","Dedicated February 10, 1915, this building by local architect J.H. Howe is unusual among Carnegie libraries for resulting from a community grant—Cresco joined with six additional townships to receive its grant.[5]","Iowa",NA,NA,NA
"549",23,"Davenport","Davenport",NA,"Dec 2, 1899","$75,000","399 N. Main St.41°31′27″N 90°34′32″W﻿ / ﻿41.524291°N 90.575516°W﻿ / 41.524291; -90.575516﻿ (Davenport Public Library)","This Calvin Kiessling design was opened May 11, 1904, five years after local novelist Alice French lobbied Carnegie for a grant. It was condemned and demolished in 1966.","Iowa",NA,NA,NA
"550",24,"Denison","Denison",NA,"Mar 14, 1902","$12,500","1403 1st Ave. S.42°00′59″N 95°21′13″W﻿ / ﻿42.016413°N 95.353732°W﻿ / 42.016413; -95.353732﻿ (Denison Public Library)","A Cox and Schoentgen design which opened on August 10, 1904, this building was extensively renovated in 1985; the original rooms are used only as meeting rooms today.[6]","Iowa",NA,NA,NA
"551",25,"DeWitt","DeWitt",NA,"Apr 8, 1907","$7,116","510 9th St.41°49′29″N 90°32′15″W﻿ / ﻿41.824805°N 90.537622°W﻿ / 41.824805; -90.537622﻿ (DeWitt Public Library)","This building was converted to City Hall in the late 1980s when a new library was built for DeWitt. C.R. Spink of Davenport was the architect; Large Brothers of DeWitt was the builder.[7]","Iowa",NA,NA,NA
"552",26,"Dubuque","Dubuque",NA,"Jan 12, 1901","$71,500","360 W. 11th St.42°30′10″N 90°40′13″W﻿ / ﻿42.502794°N 90.670230°W﻿ / 42.502794; -90.670230﻿ (Dubuque Public Library)","Opened October 20, 1902, this Spencer and Williamson design is the largest Carnegie building in Iowa still in use as a library.","Iowa",NA,NA,NA
"553",27,"Dunlap","Dunlap",NA,"May 2, 1911","$10,000","116 Iowa Ave.41°51′18″N 95°36′11″W﻿ / ﻿41.855066°N 95.602942°W﻿ / 41.855066; -95.602942﻿ (Dunlap Public Library)","This building was designed by Barber and Glenn of nearby Denison. It is now a church.","Iowa",NA,NA,NA
"554",28,"Eagle Grove","Eagle Grove",NA,"Apr 26, 1902","$10,000","401 W. Broadway St.42°39′53″N 93°54′21″W﻿ / ﻿42.664687°N 93.905962°W﻿ / 42.664687; -93.905962﻿ (Eagle Grove Public Library)","Opened on September 15, 1903, this Smith and Gage design was a library until 1976. It is now the Eagle Grove Historical Museum.","Iowa",NA,NA,NA
"555",29,"Eldon","Eldon",NA,"Mar 18, 1911","$7,500","608 W. Elm St.40°55′12″N 92°13′28″W﻿ / ﻿40.919950°N 92.224367°W﻿ / 40.919950; -92.224367﻿ (Eldon Public Library)","This Wetherall and Gage building was opened on May 9, 1913.","Iowa",NA,NA,NA
"556",30,"Eldora","Eldora",NA,"Dec 30, 1901","$10,000","1219 14th Ave.42°21′37″N 93°05′55″W﻿ / ﻿42.360351°N 93.098531°W﻿ / 42.360351; -93.098531﻿ (Eldora Public Library)","Opened May 11, 1903, this Patton and Miller work is unusually asymmetrical. It is now a private business.","Iowa",NA,NA,NA
"557",31,"Emmetsburg","Emmetsburg",NA,"Feb 20, 1911","$10,000","804 Monroe St.43°06′47″N 94°40′26″W﻿ / ﻿43.113108°N 94.673803°W﻿ / 43.113108; -94.673803﻿ (Emmetsburg Public Library)","The work of architect A.T. Simmons, this building was dedicated December 13, 1912 and is now the Palo Alto County Historical Museum.","Iowa",NA,NA,NA
"558",32,"Estherville","Estherville",NA,"Feb 15, 1902","$10,000","613 Central Ave.43°24′09″N 94°50′11″W﻿ / ﻿43.402616°N 94.836452°W﻿ / 43.402616; -94.836452﻿ (Estherville Public Library)","This building was greatly expanded in 1992.","Iowa",NA,NA,NA
"559",33,"Fairfield","Fairfield",NA,"Jan 15, 1892","$30,000","112 S. Court St.41°00′21″N 91°57′45″W﻿ / ﻿41.005763°N 91.962454°W﻿ / 41.005763; -91.962454﻿ (Fairfield Public Library)","The fifth Carnegie library in the United States to be commissioned and the first outside of Western Pennsylvania. Fairfield's grant effort was spurred by Senator James F. Wilson. The Richardsonian Romanesque work is now operated by Indian Hills Community College as a satellite campus building, as a new library was built in 1996.","Iowa",NA,NA,NA
"560",34,"Fort Dodge","Fort Dodge",NA,"Jan 10, 1901","$30,000","605 1st Ave. N.42°30′24″N 94°11′25″W﻿ / ﻿42.506528°N 94.190168°W﻿ / 42.506528; -94.190168﻿ (Fort Dodge Public Library)","This building was designed by Milwaukee architects H. C. Koch and Son and was dedicated October 15, 1903. It operated until November 20, 2000, when a new library opened. It is currently being renovated to become an apartment complex.[8]","Iowa",NA,NA,NA
"561",35,"Garner","Garner",NA,"Jun 11, 1914","$6,500","","Dedicated August 13, 1914, this building was razed in 1977 or 1978.","Iowa",NA,NA,NA
"562",36,"Glenwood","Glenwood",NA,"Jul 27, 1903","$7,500","109 N. Vine St.41°02′53″N 95°44′31″W﻿ / ﻿41.048126°N 95.741837°W﻿ / 41.048126; -95.741837﻿ (Glenwood Public Library)","Opening February 4, 1907, this building was greatly renovated and modernized (for that time) in the early 1980s.","Iowa",NA,NA,NA
"563",37,"Greenfield","Greenfield",NA,"Sep 29, 1915","$7,500","SE Kent St. and S. 1st St.41°18′11″N 94°27′38″W﻿ / ﻿41.303087°N 94.460428°W﻿ / 41.303087; -94.460428﻿ (Greenfield Public Library)","Omaha architect Lloyd Willis designed this Colonial Revival building which was dedicated November 27, 1916. The building was used as a library until 1997.","Iowa",NA,NA,NA
"564",38,"Grundy Center","Grundy Center",NA,"Apr 8, 1910","$6,000","","Designed by Conrad architect John R. Gier and opening November 6, 1912, this building was torn down to build Grundy Center's new library.","Iowa",NA,NA,NA
"565",39,"Hamburg","Hamburg",NA,"Dec 3, 1915","$9,000","1301 Main St.40°36′25.89″N 95°39′25.83″W﻿ / ﻿40.6071917°N 95.6571750°W﻿ / 40.6071917; -95.6571750﻿ (Hamburg Public Library)","Designed by architects Sawyer and Watrous, this library was dedicated on June 9, 1919.","Iowa",NA,NA,NA
"566",40,"Hampton","Hampton",NA,"Mar 14, 1902","$10,000","4 S. Federal St.42°44′29.76″N 93°12′25.74″W﻿ / ﻿42.7416000°N 93.2071500°W﻿ / 42.7416000; -93.2071500﻿ (Hampton Public Library)","Dedicated October 6, 1905, this building is the design of Liebbe, Nourse, and Rasmussen.","Iowa",NA,NA,NA
"567",41,"Hawarden","Hawarden",NA,"Oct 3, 1901","$5,000","803 10th St.42°59′47.48″N 96°29′0.18″W﻿ / ﻿42.9965222°N 96.4833833°W﻿ / 42.9965222; -96.4833833﻿ (Hawarden Public Library)","A Smith and Gage design, this building was dedicated April 30, 1903, and was renovated in 1971 and 1991.[9]","Iowa",NA,NA,NA
"568",42,"Humboldt","Humboldt",NA,"Dec 13, 1906","$10,000","30 N. 6th St.42°43′19.09″N 94°12′59.47″W﻿ / ﻿42.7219694°N 94.2165194°W﻿ / 42.7219694; -94.2165194﻿ (Humboldt Public Library)","Designed by Hawlett and Rawson, this library was dedicated on February 9, 1909. An addition was built in 1992.","Iowa",NA,NA,NA
"569",43,"Indianola","Indianola",NA,"Jan 13, 1903","$12,000","106 W. Boston Ave.41°21′45.47″N 93°33′43.07″W﻿ / ﻿41.3626306°N 93.5619639°W﻿ / 41.3626306; -93.5619639﻿ (Indianola Public Library)","Dedicated on May 31, 1904, this building was in use as a library until 1984. It was designed by local architects Beymer and Keith. Today it houses the offices of the Des Moines Metro Opera.","Iowa",NA,NA,NA
"570",44,"Iowa City","Iowa City",NA,"Mar 14, 1902","$35,000","212 S. Linn St.41°39′31.57″N 91°31′53.1″W﻿ / ﻿41.6587694°N 91.531417°W﻿ / 41.6587694; -91.531417﻿ (Iowa City Public Library)","Dedicated October 29, 1904, this building served Iowa City as a library until 1981, though an addition was added in 1963. It is now home to commercial offices.","Iowa",NA,NA,NA
"571",45,"Iowa Falls","Iowa Falls",NA,"Mar 20, 1903","$10,000","520 Rocksylvania Ave.42°31′17.52″N 93°15′49.52″W﻿ / ﻿42.5215333°N 93.2637556°W﻿ / 42.5215333; -93.2637556﻿ (Iowa Falls Public Library)","Dedicated August 9, 1904, this library has since 2000 been an art and history museum.","Iowa",NA,NA,NA
"572",46,"Jefferson","Jefferson",NA,"Feb 2, 1903","$10,000","200 W. Lincolnway St.42°0′55.99″N 94°22′35.04″W﻿ / ﻿42.0155528°N 94.3764000°W﻿ / 42.0155528; -94.3764000﻿ (Jefferson Public Library)","The design of Hawlett and Rawson, this library was dedicated April 19, 1904. An addition was added in 1967, and the building was renovated again in 1990.[10]","Iowa",NA,NA,NA
"573",47,"Knoxville","Knoxville",NA,"Nov 30, 1910","$10,000","213 E. Montgomery St.41°19′2.38″N 93°5′48.57″W﻿ / ﻿41.3173278°N 93.0968250°W﻿ / 41.3173278; -93.0968250﻿ (Knoxville Public Library)","This building was dedicated July 2, 1913.","Iowa",NA,NA,NA
"574",48,"Lake City","Lake City",NA,"May 8, 1908","$7,500","120 N. Illinois St.42°16′3.16″N 94°43′56.54″W﻿ / ﻿42.2675444°N 94.7323722°W﻿ / 42.2675444; -94.7323722﻿ (Lake City Public Library)","This design of Edgar Lee Barber opened April 23, 1909. It is now a private restaurant.","Iowa",NA,NA,NA
"575",49,"Laurens","Laurens",NA,"Feb 6, 1907","$3,800","263 N. 3rd St.42°50′58.52″N 94°51′4.91″W﻿ / ﻿42.8495889°N 94.8513639°W﻿ / 42.8495889; -94.8513639﻿ (Laurens Public Library)","A Wetherell and Gage design, this building was dedicated on October 8, 1910.","Iowa",NA,NA,NA
"576",50,"Le Mars","Le Mars",NA,"Jan 22, 1903","$12,500","200 Central Ave. SE42°47′27.74″N 96°9′57.91″W﻿ / ﻿42.7910389°N 96.1660861°W﻿ / 42.7910389; -96.1660861﻿ (Le Mars Public Library)","This building, designed by John Werling, was dedicated on January 1, 1904. It is now an art center.","Iowa",NA,NA,NA
"577",51,"Leon","Leon",NA,"Apr 20, 1905","$6,000","200 W. 1st St.40°44′22.33″N 93°45′0.64″W﻿ / ﻿40.7395361°N 93.7501778°W﻿ / 40.7395361; -93.7501778﻿ (Leon Public Library)","This library opened and was dedicated on November 1, 1906.","Iowa",NA,NA,NA
"578",52,"Logan","Logan",NA,"Dec 3, 1915","$10,000","121 E. 6th St.41°38′39.32″N 95°47′23.96″W﻿ / ﻿41.6442556°N 95.7899889°W﻿ / 41.6442556; -95.7899889﻿ (Logan Public Library)","This building was dedicated on December 28, 1920, and has served the community continuously since then.","Iowa",NA,NA,NA
"579",53,"Malvern","Malvern",NA,"Sep 29, 1915","$8,000","502 Main St.41°0′13.75″N 95°35′5.51″W﻿ / ﻿41.0038194°N 95.5848639°W﻿ / 41.0038194; -95.5848639﻿ (Malvern Public Library)","This building was opened on June 2, 1917. This library was remodeled in 2006.","Iowa",NA,NA,NA
"580",54,"Manchester","Manchester",NA,"Apr 11, 1902","$10,000","374 N. Franklin St.42°29′11.17″N 91°27′28.59″W﻿ / ﻿42.4864361°N 91.4579417°W﻿ / 42.4864361; -91.4579417﻿ (Manchester Public Library)","This library was opened in March 1903. An addition was completed in 1993.[11]","Iowa",NA,NA,NA
"581",55,"Maquoketa","Maquoketa",NA,"Mar 14, 1902","$12,500","126 S. Second St.42°4′11.09″N 90°40′0.7″W﻿ / ﻿42.0697472°N 90.666861°W﻿ / 42.0697472; -90.666861﻿ (Maquoketa Public Library)","Dedicated January 19, 1904, this work by architect Harry Netcott completed an expansion in 1998.[12]","Iowa",NA,NA,NA
"582",56,"Marengo","Marengo",NA,"Mar 27, 1903","$10,000","235 E. Hilton St.41°47′55.85″N 92°4′5.59″W﻿ / ﻿41.7988472°N 92.0682194°W﻿ / 41.7988472; -92.0682194﻿ (Marengo Public Library)","One of many Patton and Miller designs, this building was dedicated on August 4, 1905.","Iowa",NA,NA,NA
"583",57,"Marion","Marion",NA,"Jan 22, 1903","$11,500","1298 7th Ave.42°2′0.97″N 91°35′45.6″W﻿ / ﻿42.0336028°N 91.596000°W﻿ / 42.0336028; -91.596000﻿ (Marion Public Library)","Dedicated on March 6, 1905, this Dieman and Fiske design now houses offices for the United Methodist Church.","Iowa",NA,NA,NA
"584",58,"Marshalltown","Marshalltown",NA,"Dec 30, 1901","$30,000","36 N. Center St.42°3′0.72″N 92°54′47.6″W﻿ / ﻿42.0502000°N 92.913222°W﻿ / 42.0502000; -92.913222﻿ (Marshalltown Public Library)","An unusual Carnegie library built on a corner, this Patton and Miller design served as a library from April 22, 1903, until December 2008.[13]","Iowa",NA,NA,NA
"585",59,"Mason City","Mason City",NA,"Apr 11, 1902","$20,000","208 E. State St.43°9′7.47″N 93°11′50.67″W﻿ / ﻿43.1520750°N 93.1974083°W﻿ / 43.1520750; -93.1974083﻿ (Mason City Public Library)","A Patton and Miller design, this library was dedicated on January 10, 1905, but by 1940 a new library was opened. It now houses private businesses.[14]","Iowa",NA,NA,NA
"586",60,"Missouri Valley","Missouri Valley",NA,"Feb 1, 1909","$10,000","119 N. Fifth St.41°33′25.97″N 95°53′20.76″W﻿ / ﻿41.5572139°N 95.8891000°W﻿ / 41.5572139; -95.8891000﻿ (Missouri Valley Carnegie Library)","Dedicated on January 2, 1912, this library completed an addition in 2004.[15]","Iowa",NA,NA,NA
"587",61,"Montezuma","Montezuma",NA,"May 3, 1917","$8,000","200 S. 3rd St.41°35′6.88″N 92°31′30.31″W﻿ / ﻿41.5852444°N 92.5250861°W﻿ / 41.5852444; -92.5250861﻿ (Montezuma Public Library)","This library was designed by Wetherall and Gage and was dedicated April 16, 1919, and is now home to the Poweshiek County Historical & Genealogical Society.","Iowa",NA,NA,NA
"588",62,"Monticello","Monticello",NA,"Feb 12, 1903","$10,500","205 E. Grand St.42°14′16.69″N 91°11′17.35″W﻿ / ﻿42.2379694°N 91.1881528°W﻿ / 42.2379694; -91.1881528﻿ (Monticello Public Library)","Dedicated on May 27, 1904, this Patton and Miller library was designated one of Iowa's seven most endangered historic properties in 2005.[16]","Iowa",NA,NA,NA
"589",63,"Mount Ayr","Mount Ayr",NA,"Sep 29, 1915","$8,000","121 W. Monroe St.40°42′49.01″N 94°14′19.07″W﻿ / ﻿40.7136139°N 94.2386306°W﻿ / 40.7136139; -94.2386306﻿ (Mount Ayr Public Library)","This library was dedicated on January 1, 1917.","Iowa",NA,NA,NA
"590",64,"Mount Pleasant","Mount Pleasant",NA,"Jan 13, 1903","$12,500","200 N. Main St.40°58′6.11″N 91°33′9.21″W﻿ / ﻿40.9683639°N 91.5525583°W﻿ / 40.9683639; -91.5525583﻿ (Mount Pleasant Public Library)","Dedicated on February 22, 1905, this building's tower reflects a Romanesque style.","Iowa",NA,NA,NA
"591",65,"Nashua","Nashua",NA,"Jan 19, 1905","$5,690","220 Brasher St.42°57′11.25″N 92°32′16.31″W﻿ / ﻿42.9531250°N 92.5378639°W﻿ / 42.9531250; -92.5378639﻿ (Nashua Public Library)","Dedicated on January 10, 1906, the Nashua library completed an addition in 1986.[17]","Iowa",NA,NA,NA
"592",66,"New Hampton","New Hampton",NA,"Aug 15, 1908","$10,000","7 N. Water Ave.43°3′34.76″N 92°18′46.27″W﻿ / ﻿43.0596556°N 92.3128528°W﻿ / 43.0596556; -92.3128528﻿ (New Hampton Public Library)","Dedicated on February 4, 1910, this building is now the Carnegie Cultural Center.","Iowa",NA,NA,NA
"593",67,"Newton","Newton",NA,"Jan 22, 1902","$10,000","400 1st Ave. W.41°41′59.46″N 93°3′28.77″W﻿ / ﻿41.6998500°N 93.0579917°W﻿ / 41.6998500; -93.0579917﻿ (Newton Public Library)","Designed by Hallett and Rawson, this building was opened December 22, 1902, and demolished in 1994.","Iowa",NA,NA,NA
"594",68,"Odebolt","Odebolt",NA,"Mar 8, 1904","$4,000","200 S. Walnut St.42°18′44.99″N 95°15′12.23″W﻿ / ﻿42.3124972°N 95.2533972°W﻿ / 42.3124972; -95.2533972﻿ (Odebolt Public Library)","Designed by George W. Burkhead of Sioux City, this library was opened on March 1, 1905. A major addition was completed in 1999.[18]","Iowa",NA,NA,NA
"595",69,"Onawa","Onawa",NA,"Dec 13, 1907","$10,000","707 Iowa Ave.42°1′38.11″N 96°5′35.39″W﻿ / ﻿42.0272528°N 96.0931639°W﻿ / 42.0272528; -96.0931639﻿ (Onawa Public Library)","An excellent example of Prairie School architecture, this building was dedicated on October 22, 1909.","Iowa",NA,NA,NA
"596",70,"Osage","Osage",NA,"Mar 27, 1905","$10,000","806 Main St.43°17′4.88″N 92°48′33.41″W﻿ / ﻿43.2846889°N 92.8092806°W﻿ / 43.2846889; -92.8092806﻿ (Osage Public Library)","This building was dedicated on August 1, 1911 and now houses offices for the City of Osage.","Iowa",NA,NA,NA
"597",71,"Osceola","Osceola",NA,"Dec 14, 1908","$11,000","300 S. Fillmore St.41°1′55.19″N 93°46′3.68″W﻿ / ﻿41.0319972°N 93.7676889°W﻿ / 41.0319972; -93.7676889﻿ (Osceola Public Library)","This building was dedicated on June 15, 1911.","Iowa",NA,NA,NA
"598",72,"Oskaloosa","Oskaloosa",NA,"Mar 14, 1902","$22,000","301 S. Market St.41°17′35.77″N 92°38′43.47″W﻿ / ﻿41.2932694°N 92.6454083°W﻿ / 41.2932694; -92.6454083﻿ (Oskaloosa Public Library)","Dedicated and opened on September 8, 1903, a 1997 addition doubled the size of this library.[19]","Iowa",NA,NA,NA
"599",73,"Ottumwa","Ottumwa",NA,"Feb 16, 1900","$50,000","102 W. 4th St.41°1′11.25″N 92°24′41.13″W﻿ / ﻿41.0197917°N 92.4114250°W﻿ / 41.0197917; -92.4114250﻿ (Ottumwa Public Library)","Designed by Smith and Gage, this building was dedicated on September 24, 1902.","Iowa",NA,NA,NA
"600",74,"Pella","Pella",NA,"Nov 24, 1905","$11,000","825 Broadway St.41°24′26.97″N 92°55′7.22″W﻿ / ﻿41.4074917°N 92.9186722°W﻿ / 41.4074917; -92.9186722﻿ (Pella Public Library)","This building was dedicated on December 18, 1907, and served as a library until 1999. It is now Pella City Hall.","Iowa",NA,NA,NA
"601",75,"Perry","Perry",NA,"Jan 13, 1903","$10,600","1123 Willis Ave.41°50′22.65″N 94°6′26.59″W﻿ / ﻿41.8396250°N 94.1073861°W﻿ / 41.8396250; -94.1073861﻿ (Perry Public Library)","This building served as the library from its dedication on December 10, 1904, until the mid–1990s.","Iowa",NA,NA,NA
"602",76,"Red Oak","Red Oak",NA,"Nov 27, 1906","$12,500","400 N. Second St.41°0′29.81″N 95°13′48.86″W﻿ / ﻿41.0082806°N 95.2302389°W﻿ / 41.0082806; -95.2302389﻿ (Red Oak Public Library)","Dedicated and opened on October 8, 1909, this building is the design of Patton and Miller.","Iowa",NA,NA,NA
"603",77,"Reinbeck","Reinbeck",NA,"Mar 31, 1916","$6,000","501 Clark St.42°19′26.17″N 92°35′58.51″W﻿ / ﻿42.3239361°N 92.5995861°W﻿ / 42.3239361; -92.5995861﻿ (Reinbeck Public Library)","Dedicated on November 7, 1917, this library constructed an addition in 1992.[20]","Iowa",NA,NA,NA
